__fuente__,fecha_inicio,fecha_fin_iso,descripcion,observaciones,fecha_inicio_iso,fecha_cronica,folios,signatura,fecha_fin,fecha_topica
FRAC_Sección colonial.xlsx,1798-feb.-14,,Pagaré otorgado por Pablo Carreras y Granada a Domingo Ramírez de Arellano.,,1798-02-14,1798-feb.-14,1 f.ú.,FRAC-1729,,Lima
FRAC_Sección colonial.xlsx,1761-set.-5,,Pagaré otorgado por Miguel Joseph a Andrés y Domingo Ramírez de Arellano.,,,1761-set.-5,1 f.ú.,FRAC-1730,,Lima
FRAC_Sección colonial.xlsx,1808-1809,,Ingresos de la venta del azúcar y gastos de La Huaca. Años 1808-1809.,,,1808-1809,1 f.ú.,FRAC-1731,,La Huaca
FRAC_Sección colonial.xlsx,1765-ene.-24,,"Extracto de la factura y cuenta del costo principal, derechos y gastos de los efectos y cantidades de pesos, que adeuda Andrés Ramírez de Arellano, de lo embarcado en los navíos Concordia y Gallardo.",,1765-01-24,1765-ene.-24/25,1 f.ú.,FRAC-1732,25,Cádiz
FRAC_Sección colonial.xlsx,1801-jul.-10,,"Cuaderno del reparto de chacaras a los pueblos de la provincia de Huarochirí, pertenecientes a José Robledo.",Antigua signatura: L-III-228. Deteriorado por tinta. Cuadernillo.,1801-07-10,1801-jul.-10,"20 f.ú., 2 f.b.",FRAC-1733,,Huarochirí
FRAC_Sección colonial.xlsx,1796-oct.-14,1813-10-11,"Documentos: cargo y data, razones, cartas de pago, recibos, escrituras, pertenecientes a la testamentaría de la marquesa de Corpa.",Antigua signatura: L-III-224. Deteriorado por tinta y polilla. Cuadernillo.,1796-10-14,1796-oct.-14/1813-oct.-11,"Carátula, 67 f.ú.",FRAC-1734,1813-oct.-11,Lima
FRAC_Sección colonial.xlsx,1802-ago.-2,1815-01-31,Cuaderno de cuentas de la testamentaría del conde de Aguilar.,Antigua signatura: L-III-226. Deteriorado por tinta.,1802-08-02,1802-ago.-2/1815-ene.-31,"9 f.ú., 1 f.b.",FRAC-1735,1815-ene.-31,Lima
FRAC_Sección colonial.xlsx,1815-oct.-6,,"Traslado del testamento y poder para testar de Manuela de Salazar y Carrillo a favor de José María Sancho Dávila, su marido, albacea y heredero. Escribano: Ignacio Ayllón Salazar.",Papel sello segundo y cuarto. Deteriorado por tinta. Cuadernillo.,1815-10-06,1815-oct.-6,32 f.ú.,FRAC-1736,,Lima
FRAC_Sección colonial.xlsx,1750-nov.-17,,Recurso de apelación presentado por la marquesa de Torre Tagle en la causa para la asistencia a inventarios de bienes del conde de Casa Tagle.,,1750-11-17,1750-nov.-17/27,2 f.ú.,FRAC-1737,27,Lima
FRAC_Sección colonial.xlsx,1752-set.-4,,"Traslado de la donación de una casa en Trujillo, hecha por Diego Gonzalez de Carvajal y Elvira de Raudoma a su hijo Francisco de Carbajal (30 de agosto de 1494). Escribanos: Alejo Ventura Gómez, Julián Antonio Barrera, Manuel Vásquez de Seijas y Francisco Pablo de Urdana.",Papel sello tercero. Deteriorado por tinta. Una nota suelta.,,1752-set.-4/8,13 f.ú.,FRAC-1738,8,Los Reyes
FRAC_Sección colonial.xlsx,1778-oct.-26,1783-03-01,"Traslado de la petición de Antonio Sancho Dávila y Bermúdez, de las copias de las provisiones y memorial referentes a: 1. La delimitación de linderos de la hacienda Santa Cruz de Carabamba, 2. La petición de Graciana de Artaso y Villavicencio, bisabuela de Antonio Sancho Dávila y Bermúdez, dueño de la hacienda, a fin de que se le ampare en la posesión del sitio llamado Quirubilca, que fue dada en 1695 por el conde de la Monclova, 3. Memorial presentado por Juan Sancho Dávila, su padre, en 1707, a fin de que se ampare en la posesión de los parajes de Ayangay y Quirubilca. Escribano: Francisco Luque.",Papel sello segundo. 2 documentos. Cuadernillos.,1778-10-26,1778-oct.-26/1783-mar.-1,"Carátula, 15 f.ú.",FRAC-1739,1783-mar.-1,Los Reyes
FRAC_Sección colonial.xlsx,1746-dic.-30,,Traslado de la partida de defunción de Gabriel de Castillo (25 de marzo de 1689). Escribano: Antonio Joseph de Ascarrunz.,Papel sello segundo.,1746-12-30,1746-dic.-30,"1 f.ú., 1 f.b.",FRAC-1740,,Los Reyes
FRAC_Sección colonial.xlsx,1697-nov.-25,1698-06-28,Petición de Graciana de Arataso para que el virrey Monclova instruya al corregidor de Cajamarca e impida que se saquen indios de su hacienda. Escribano: Francisco Fernández de Paredes.,Papel sello tercero. Deteriorado por tinta.,1697-11-25,1697-nov.-25/1698-jun.-28,"Carátula, 9 f.ú., 2 f.b.",FRAC-1741,1698-jun.-28,Los Reyes/Santa Cruz de Carabamba
FRAC_Sección colonial.xlsx,1767-mar.-18,,"Líquido producto de la factura a cuenta de la mitad registrada en los navíos Prusiano y Gallardo, según cuenta de venta.",Incluye un borrador.,1767-03-18,1767-mar.-18,2 f.ú.,FRAC-1742,,Lima
FRAC_Sección colonial.xlsx,1767-feb.-23,,"Cuenta de venta y existencias de los efectos que Roque, Gaspar y Aguado embarcaron de cuenta a mitad en los navíos Gallardo y Prusiano, siendo sus maestres Joseph Antonio Rivero y Miguel Domingo de Azcurra, respectivamente. Dos de los documentos incluye un adicional de la misma cuenta, gastos y remesas.",Triplicado. Deteriorados por tinta y polilla. Cuadernillos.,1767-02-23,1767-feb.-23/-mar.-11,"27 f.ú., 3 f.b.",FRAC-1743,-mar.-11,Lima
FRAC_Sección colonial.xlsx,1817-ene.-1,,Bula de difuntos para los reinos de Indias y bienio de 1818-1819. Firma: Francisco Yáñez Bahamonde.,Duplicado. Impreso.,1817-01-01,1817-ene.-1,2 f.ú.,FRAC-1744,,Madrid
FRAC_Sección colonial.xlsx,1813-jul.-9,,"Decreto de la regencia del reino sobre la prórroga de la gracia de la Bula de la Santa Cruzada de Vivos, Difuntos, Composición y Lacticinios por 20 años. Firma: Tomás José Gonzalez Carvajal.",Impreso. Deteriorado por polilla.,1813-07-09,1813-jul.-9,2 f.ú.,FRAC-1745,,Cádiz
FRAC_Sección colonial.xlsx,s,,Razón de los curatos vacantes.,,,s/f,2 f.ú.,FRAC-1746,f,s/l
FRAC_Sección colonial.xlsx,1808-set.-22,,"Nombramiento de tesorero de las rentas decimales del Arzobispado a Tomás de la Casa y Piedra, por muerte de su padre Diego de la Casa y Piedra.",Deteriorado por polilla.,,1808-set.-22,4 f.ú.,FRAC-1747,,Los Reyes
FRAC_Sección colonial.xlsx,1817-ene.-22,,"Comunicación de Fernando de Zambrano y Pablo de Porturas dirigida al comisario subdelegado de Cruzada de la diócesis de Lima, sobre el resello y distribución de sumarios del bienio 1809-1810.",,1817-01-22,1817-ene.-22,"1 f.ú., 1 f.b.",FRAC-1748,,Lima
FRAC_Sección colonial.xlsx,1800-abr.-13,,"Borrador del convenio entre Francisco Xavier de Echagüe y Manuel Menacho, sobre el arrendamiento de una huerta perteneciente a Echagüe.",,1800-04-13,1800-abr.-13,2 f.ú.,FRAC-1749,,Lima
FRAC_Sección colonial.xlsx,1762-set.-9,,"Solicitud de Ysabel de la Presa y Carrillo en los autos con Antonio Alegre, sobre el derecho sobre unas tierras.",Papel sello tercero.,,1762-set.-9,1 f.ú.,FRAC-1750,,Los Reyes
FRAC_Sección colonial.xlsx,1813-mar.-5,,Borrador sobre una nota de la falta de pago de la media anata por el canónigo Pedro Bravo del Rivero.,,1813-03-05,1813-mar.-5,1 f.ú.,FRAC-1751,,Lima
FRAC_Sección colonial.xlsx,s,,"Borrador de la respuesta de Francisco Xavier de Echagüe, dean de la santa iglesia metropolitana, sobre el traslado como tutor de la menor Josefa Encalada, condesa de Velayos.",,,s/f,1 f.ú.,FRAC-1752,f,s/l
FRAC_Sección colonial.xlsx,1799-ene.-21,,"Cuenta de compra y gastos hasta su embarque en el navío San Juan Nepomuceno, siendo su maestre Anselmo Oyague, de efectos a cuenta y riesgo de Felipe Sancho Dávila, para su hacienda Naranjal. Firma: Juan Bautista Elizalde.",,1799-01-21,1799-ene.-21,1 f.ú.,FRAC-1753,,Guayaquil
FRAC_Sección colonial.xlsx,1810-ene.-24,,"Recibo otorgado por José Joaquín de Uztaris, canónigo de la santa iglesia de Lima, al marqués de San Juan de Nepomuceno, regente de la Real Audiencia, por cantidad de pesos. Firma: Francisco Xavier de Echagüe.",,1810-01-24,1810-ene.-24,1 f.ú.,FRAC-1754,,Lima
FRAC_Sección colonial.xlsx,1788-dic.-17,,"Debe de la condesa de Vistaflorida por el flete, desembarque, arrumage y custodia de efectos en la fragata Santa Rufina, siendo su maestre el conde de san Isidro.",,1788-12-17,1788-dic.-17,1 f.ú.,FRAC-1755,,Lima
FRAC_Sección colonial.xlsx,1781-dic.-28,,"Cuenta de la construcción de una pared medianera mandada hacer por Luis Carrillo, en la casa de Juan José Ysaguirre. Firma: Pedro Serrano.",Deteriorado por tinta.,1781-12-28,1781-dic.-28,"1 f.ú., 1 f.b.",FRAC-1756,,Lima
FRAC_Sección colonial.xlsx,s,,Cuenta de la compostura de la puerta del corral. Firma: Thomás de Yturry.,,,s/f,1 f.ú.,FRAC-1757,f,s/l
FRAC_Sección colonial.xlsx,1786-nov.-23,,"Debe de Juan de Uria por dos lios de charqui, que remite Juan Miguel de Mendiburu por orden de Luis Carrillo.",,1786-11-23,1786-nov.-23,1 f.ú.,FRAC-1758,,Lima
FRAC_Sección colonial.xlsx,1791-ene.-27,,"Pago que realizó la condesa de Vistaflorida por los derechos de un testimonio de la escritura de venta de la hacienda Pando, que le otorgó Manuel Ortiz de Foronda.",,1791-01-27,1791-ene.-27,1 f.ú.,FRAC-1759,,Lima
FRAC_Sección colonial.xlsx,1810-mar.-24,,2 razones de la ropa que queda en el almacén en la hacienda.,2 documentos.,1810-03-24,1810-mar.-24,2 f.ú.,FRAC-1760,,Carabamba
FRAC_Sección colonial.xlsx,1797-ene.-20,,Recibo de pago y remisión de 20 costales de harina otorgado por Agustín Salazar a Juan Gonzales.,,1797-01-20,1797-ene.-20,1 f.ú.,FRAC-1761,,Lima
FRAC_Sección colonial.xlsx,1800-dic.-1,,Petición de la marquesa viuda de Montealegre de Aulestia sobre dar por presentado el poder para testar en los autos sobre el remate de la chacra alta.,Papel sello tercero.,1800-12-01,1800-dic.-1,2 f.ú.,FRAC-1762,,Lima
FRAC_Sección colonial.xlsx,1791-feb.-23,,Traslado del poder para testar de María Theresa de Agüero y Zespedes (16 de abril de 1750). Escribano: Felipe Josef Xarava.,Papel sello quinto. Duplicado.,1791-02-23,1791-feb.-23,4 f.ú.,FRAC-1763,,Lima
FRAC_Sección colonial.xlsx,1778-ago.-24,,Real orden sobre la contratación de 4 subalternos para la Renta del Tabaco. Firma: Joseph de Gálvez.,,1778-08-24,1778-ago.-24,2 f.ú.,FRAC-1764,,San Ildefonso
FRAC_Sección colonial.xlsx,1787-oct.-13,,"Comunicación de Joseph de Gálvez a Josef de la Riva, felicitándolo por su labor en la Renta del Tabaco.",,1787-10-13,1787-oct.-13,"1 f.ú, 1 f.b.",FRAC-1765,,San Lorenzo
FRAC_Sección colonial.xlsx,1794-dic.-1,,"Expediente sobre el nombramiento de Felipe Sancho Dávila, como alguacil mayor de corte de la Real Audiencia de Lima.",Deteriorado por tinta.,1794-12-01,1794-dic.-1/18,"Carátula, 4 f.ú, 1 f.b.",FRAC-1766,18,Lima
FRAC_Sección colonial.xlsx,1805-dic.-5,1806-01-02,"Expediente de las diligencias de hidalguía y empadronamiento de Diego Sánchez Boquete, hijo legítimo de Gerónimo Sánchez de Aguilar, abuelo de José de la Riva-Agüero y Sánchez Boquete.",Papel sello cuarto. Deteriorado por tinta. Cuadernillo.,1805-12-05,1805-dic.-5/1806-ene.-2,"Carátula, 5 f.ú.",FRAC-1767,1806-ene.-2,Segura de León
FRAC_Sección colonial.xlsx,s,,Razón de los bienes que se le embargaron a Juan de Florenzia.,Deteriorado por polilla.,,s/f,3 f.ú.,FRAC-1768,f,s/l
FRAC_Sección colonial.xlsx,s,,Totalidad de planos que se hallan a la entrada de Bellavista perteneciente a Fernando Valverde.,Deteriorado por polilla.,,s/f,"1 f.ú., 1 f.b.",FRAC-1769,f,s/l
FRAC_Sección colonial.xlsx,1784-may.-13,,"Traslado de la partida de bautizo de María Ambrosia de la Concepción, hija de Juan Ximenez Lobatón y Francisca de Arana y Baldes (15 de diciembre de 1684).",Cuadriplicado.,1784-05-13,1784-may.-13,"4 f.ú., 4 f.b.",FRAC-1770,,Lima
FRAC_Sección colonial.xlsx,1784-may.-8,,"Traslado de la partida de bautizo de Brianda Claudia Josepha, hija de Sancho de Castro Isásaga y María Ambrosia Ximenez Lobatón y Arana (20 de agosto 1701).",Quintuplicada.,1784-05-08,1784-may.-8,"5 f.ú., 4 f.b.",FRAC-1771,,Lima
FRAC_Sección colonial.xlsx,1784-jul.-31,,Traslado de la partida de matrimonio de Sancho de Castro Isásaga y Vargas y Ambrosia Ximenez Lobatón (9 de marzo de 1700).,,1784-07-31,1784-jul.-31,1 f.ú.,FRAC-1772,,Lima
FRAC_Sección colonial.xlsx,1783-ago.-29/1791-ene.-12/,,"Expediente sobre la reunión de las direcciones de los ramos de Tabaco, Pólvora, Naipes y Alcabalas.",,,1783-ago.-29/1791-ene.-12/,"10 f.ú., 5 f.b.",FRAC-1773,,México
FRAC_Sección colonial.xlsx,1784-jun.-19,,"Traslado de la partida de bautizo de María Luisa Venancia, hija de Pedro de Zárate y Valdez y María Teresa de Agüero (1 de junio de 1705).",Triplicada.,1784-06-19,1784-jun.-19,"3 f.ú., 3 f.b.",FRAC-1774,,Los Reyes
FRAC_Sección colonial.xlsx,1784-nov.-2,,"Copia de la obligación de pago de Domingo Larrión, canónigo, albacea tenedor de bienes de Juan Antonio Bustamante a favor de Manuela de San José y Bustamante y Micaela del Sacramento, religiosas.",Deteriorado por polilla.,1784-11-02,1784-nov.-2,6 f.ú.,FRAC-1775,,Los Reyes
FRAC_Sección colonial.xlsx,1791-ene.-4,,Comunicación del conde de Revillagigedo a Josef de la Riva sobre la representación y el plan de la renta de Tabaco. Incluye borrador del plan.,,1791-01-04,1791-ene.-4,"4 f.ú., 2 f.b.",FRAC-1776,,México
FRAC_Sección colonial.xlsx,1790-ago.-20,1793-04-23,Comunicaciones del conde de Revillagigedo y Gardoqui a Josef de la Riva sobre su viaje para asumir la Superintendencia de la Real Casa de Moneda de Lima.,3 documentos.,1790-08-20,1790-ago.-20/1793-abr.-23,"3 f.ú., 3 f.b.",FRAC-1777,1793-abr.-23,México/Aranjuez
FRAC_Sección colonial.xlsx,1796-jun.-9,,"Certificado de Manuel Villar, ministro general de Ejército y Real Hacienda, por una cantidad de pesos recibida por José de la Riba.",Documento mixto.,1796-06-09,1796-jun.-9,"1 f.ú., 1 f.b.",FRAC-1778,,Lima
FRAC_Sección colonial.xlsx,1791-ago.-9,,Comunicación del conde de Revillagigedo a Josef de la Riva sobre el informe e instrucción entregado por el comandante del resguardo. Se adjunta borrador del mismo.,Deteriorado por tinta.,1791-08-09,1791-ago.-9/12,"4 f.ú., 1 f.b.",FRAC-1779,12,México
FRAC_Sección colonial.xlsx,1783-may.-2,,"Copia de la real orden dada el 14 de agosto de 1781, sobre el relevo de la Secretaría del virreinato de Nueva España.",,1783-05-02,1783-may.-2,1 f.ú.,FRAC-1780,,México
FRAC_Sección colonial.xlsx,1800-set.-17,,"Tasación y recibo de la chacra Alta y Baja (La Huaca) a José Castro y Josef Segundo Carrillo, encargados de la misma; y razón de los principales que en ella existen. Firman: Francisca y Catalina Román de Aulestia y Josef Segundo Carrillo.",Dos documentos. Deteriorado por tinta y polilla.,,1800-set.-17/oct.-6,2 f.ú.,FRAC-1781,oct.-6,Lima
FRAC_Sección colonial.xlsx,s,,Borrador de los méritos y servicios de Felipe Sancho Dávila.,,,s/f,"5 f.ú., 1 f.b.",FRAC-1782,f,s/l
FRAC_Sección colonial.xlsx,1796-jun.-6,,Borrador sobre la renta del Tabaco y ramos unidos.,Deteriorado por tinta.,1796-06-06,1796-jun.-6,2 f.ú.,FRAC-1783,,s/l
FRAC_Sección colonial.xlsx,1760-feb.-3,,"Tasaciones sobre las propiedades de Juan Baptista Baquíjano, conde de Vistaflorida, realizadas por Pedro Ramírez, maestro de alarife y medidor de tierras.",,1760-02-03,1760-feb.-3,6 f.ú.,FRAC-1784,,Lima
FRAC_Sección colonial.xlsx,s,,"Borrador de la solicitud de Felipe Sancho Dávila, en nombre de Antonio Sancho Dávila, para que se niegue la entrega de los autos del concurso de acreedores de la hacienda Guanchiguailas.",,,s/f,2 f.ú.,FRAC-1785,f,s/l
FRAC_Sección colonial.xlsx,1795-feb.-23,,"Carta orden de Fernando Román de Aulestia, cura rector de la parroquia de Santa Ana, a Narciso Sáenz Zopa para que reciba una cantidad de pesos del duque de San Carlos.","Duplicado, deteriorado por polilla.",1795-02-23,1795-feb.-23,2 f.ú.,FRAC-1786,,Madrid
FRAC_Sección colonial.xlsx,1802-abr.-3,,Factura de 188 fardos de azúcar y diversos efectos que se remitieron a Chile en el navío Las Mercedes.,Documento roto.,1802-04-03,1802-abr.-3,1 f.ú.,FRAC-1787,,Lima
FRAC_Sección colonial.xlsx,1789-ago.-20,,Comunicación a José de la Riva para darle otro empleo además del de la Superintendencia de la Casa de la Moneda. Firman: Florez y Antonio Bonilla.,,1789-08-20,1789-ago.-20,2 f.ú.,FRAC-1788,,México
FRAC_Sección colonial.xlsx,1790-ene.-20,,Comunicación del conde de Revillagigedo a Josef de la Riva agradeciendo el donativo de un navío de línea.,,1790-01-20,1790-ene.-20,"1 f.ú., 1 f.b.",FRAC-1789,,México
FRAC_Sección colonial.xlsx,1790-ago.-15,,"Borrador de la comunicación de Josef de la Riva al conde de Revillagigedo, solicitando exonerarse del ejercicio de su empleo de superintendente.",,1790-08-15,1790-ago.-15,2 f.ú.,FRAC-1790,,México
FRAC_Sección colonial.xlsx,1800-abr.-20,,Pagarés por diversos efectos de la hacienda Pomacancha. Firma: Eugenio Gurtubay.,92 documentos. Formatos pequeños. Deteriorado por tinta y polilla. 9 cuadernillos.,1800-04-20,1800-abr.-20/may.-26,92 f.ú.,FRAC-1791,may.-26,Pomachancha
FRAC_Sección colonial.xlsx,1789-ago.-22,,"Borrador de la comunicación de José de la Riva a Manuel Antonio Florez, virrey, de agradecimiento a Antonio Valdes por su informe sobre su conducta y desempeño.",,1789-08-22,1789-ago.-22,1 f.ú.,FRAC-1792,,México
FRAC_Sección colonial.xlsx,1780-ago.-27,,"Borrador de la comunicación de José de la Riva a Antonio Valdes, director general de alcabala, solicitando licencia para pasar a Lima.",,1780-08-27,1780-ago.-27,1 f.ú.,FRAC-1793,,México
FRAC_Sección colonial.xlsx,1803-feb-27,,"Copia de la real orden sobre el uso de la palabra ""señoría"" en los oficios a las dignidades y prebendados.",Deteriorado por tinta.,,1803-feb-27,1 f.ú.,FRAC-1794,,Buenos Aires
FRAC_Sección colonial.xlsx,1783-oct.-20,,Borrador sobre las reflexiones sobre el estado de la renta del Perú y providencias que han quedado pendientes por la inacción y falta de práctica del nuevo jefe superintendente de ella.,,1783-10-20,1783-oct.-20,"5 f.ú., 1 f.b.",FRAC-1795,,México
FRAC_Sección colonial.xlsx,s,,Razón de los intereses pagados por Miguel Fernando Ruiz de un principal perteneciente a Ramón Rosas.,,,s/f,1 f.ú.,FRAC-1796,f,s/l
FRAC_Sección colonial.xlsx,1786-ene.-20,1807-07-28,Recibos y pagarés referentes a las haciendas Santa Cruz de Carabamba y San Juan de Julcán.,20 documentos. Algunos deteriorados por tinta.,1786-01-20,1786-ene.-20/1807-jul.-28,20 f.ú.,FRAC-1797,1807-jul.-28,Carabamba/Ayangay
FRAC_Sección colonial.xlsx,1791-dic.-10,,"Escrito de Ignacio de Amoroto, arrendatario de las haciendas Carabamba y Julcán, al gobernador intendente, sobre la rebelión de los indios de las haciendas.",Deteriorado por polilla.,1791-12-10,1791-dic.-10,2 f.ú.,FRAC-1798,,Carabamba
FRAC_Sección colonial.xlsx,s,,Escrito sobre la renta proveniente de los diezmos.,,,s/f,2 f.ú.,FRAC-1799,f,s/l
FRAC_Sección colonial.xlsx,1774-feb.-3,,Copia de la real cédula sobre los atrasos en los pagos de los derechos de lanzas y medias anatas de los títulos de Castilla.,Deteriorado por polilla.,1774-02-03,1774-feb.-3,"3 f.ú., 1 f.b.",FRAC-1800,,Los Reyes
FRAC_Sección colonial.xlsx,1786-abr.-5,,"Un sumario general de todos los ramos de data de las rentas unidas del Cusco, y dos resúmenes generales y demostración final de todos los valores y abonos legítimos que esta cuenta comprende, pertenecientes a la administración general de reales rentas unidas de la ciudad del Cusco.",3 documentos. Fotocopias. Luis Durand. Se incluyen los papeles con las referencias del archivo.,1786-04-05,1786-abr.-5/may.-4,7 f.ú.,FRAC-1801,may.-4,Lima
FRAC_Sección colonial.xlsx,1799-ene.-2,,"2 estados generales de la real caja de la ciudad del Cusco, años 1798 y 1799.",2 documentos. Fotocopias. Luis Durand. Se incluyen los papeles con las referencias del archivo.,1799-01-02,1799-ene.-2/dic.-31,8 f.ú.,FRAC-1802,dic.-31,Cusco
FRAC_Sección colonial.xlsx,1785-ene.-1,,Sumario general de data de los ramos comprehendidos en esta ordenación.,Fotocopias. Luis Durand. Se incluye el papel con las referencias del archivo.,1785-01-01,1785-ene.-1/dic.-31,2 f.ú.,FRAC-1803,dic.-31,Cusco
FRAC_Sección colonial.xlsx,1788-ene.-26,,"Resumen general de los cargos, abonos y resultas de la cuenta perteneciente a la real caja de la Intendencia del Cusco.",Fotocopias. Luis Durand. Se incluye el papel con las referencias del archivo.,1788-01-26,1788-ene.-26,4 f.ú.,FRAC-1804,,Lima
FRAC_Sección colonial.xlsx,1803-dic.-31,1804-12-31,2 estados generales de la real caja del Cusco. Años 1803-1804.,2 documentos. Fotocopias. Luis Durand. Se incluyen los papeles con las referencias del archivo.,1803-12-31,1803-dic.-31/1804-dic.-31,7 f.ú.,FRAC-1805,1804-dic.-31,Cusco
FRAC_Sección colonial.xlsx,1785-may.-20,,4 sumarios generales de data de los ramos comprehendidos entre 1781-ene.-1/1782-dic.-31.,4 documentos. Fotocopias. Luis Durand. Se incluyen 4 papeles con la referencia del archivo.,1785-05-20,1785-may.-20/jun.-20,14 f.ú.,FRAC-1806,jun.-20,Lima
FRAC_Sección colonial.xlsx,1786-oct.-12,,"Resumen general de cargo, data y existencia de la cuenta de la administración general de reales rentas unidas del obispado del Cusco, años 1783-1784.",Fotocopias. Luis Durand. Se incluye papel con la referencia del archivo.,1786-10-12,1786-oct.-12,8 f.ú.,FRAC-1807,,Lima
FRAC_Sección colonial.xlsx,1783-mar.-12,,"2 planes que manifiestan en resumen los valores y abonos de la cuenta de la real caja de la ciudad del Cusco, correspondientes de 1779 y 1780",2 documentos. Fotocopias. Luis Durand. Se incluyen los papeles con las referencias del archivo.,1783-03-12,1783-mar.-12/17,8 f.ú.,FRAC-1808,17,Los Reyes
FRAC_Sección colonial.xlsx,1785-oct.-26,,"Estado que demuestra el entero de tributos de la real caja por los partidos de los distritos del año 1785, antes del establecimiento de las intendencias.",Fotocopia. Luis Durand.,1785-10-26,1785-oct.-26,1 f.ú.,FRAC-1809,,Cusco
FRAC_Sección colonial.xlsx,1786-noc.-13,,"Oficio dirigido al marqués de Sonora por Benito de la Matta Linares, oidor intendente del Cusco, sobre la remisión de 10 estados de los partidos de su jurisdicción, e insta sobre el entable del reparto de la cuenta de la real hacienda en los términos propuestos por la superintendencia general.",Fotocopias. Luis Durand.,,1786-noc.-13,6 f.ú.,FRAC-1810,,Cusco
FRAC_Sección colonial.xlsx,1788-feb.-1,,"Oficio dirigido a Antonio Porlier, ministro de Gracia y Justicia de Indias, por Benito de la Matta Linares, oidor intendente del Cusco, sobre la representación del reverendo obispo del Cusco, solicitando vindicarse",Fotocopias. Luis Durand.,1788-02-01,1788-feb.-1,10 f.ú.,FRAC-1811,,La Paz
FRAC_Sección colonial.xlsx,1785-ago.-14,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, sobre lo perjudicial que contempla el regreso a esta ciudad de los reos de estado, Julián Capetillo y José Palacios, según las sentencias favorables que han conseguido; propone los fundamentos y expone las consecuencias.",Duplicado. Fotocopias. Luis Durand.,1785-08-14,1785-ago.-14,36 f.ú.,FRAC-1812,,Cusco
FRAC_Sección colonial.xlsx,1786-oct.-31,,"Oficio dirigido al marqués de Sonora por Benito de la Matta Linares, oidor intendente del Cusco, informando sobre el aumento dado al ramo de tributos.",Fotocopias. Luis Durand.,1786-10-31,1786-oct.-31,12 f.ú.,FRAC-1813,,Cusco
FRAC_Sección colonial.xlsx,1786-abr.-10,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, informando que aunque se ha embarcado ya el reverendo obispo de esta diócesis para España, debe haber los mismos recelos por haber quedado el gobierno en los de su partido, e insinúa lo conveniente que sería colocar en esta silla al arcediano Simón Ximenez Villalba.",Fotocopias. Luis Durand.,1786-04-10,1786-abr.-10,15 f.ú.,FRAC-1814,,Cusco
FRAC_Sección colonial.xlsx,1783-set.-30,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, informando con documentos el modo de pensar de algunos eclesiásticos que niegan ser vasallos del rey y solo creen estar sujetos a la jurisdicción eclesiástica, extendiendo esta aun a los seculares.",Fotocopias. Luis Durand.,,1783-set.-30,4 f.ú.,FRAC-1815,,Cusco
FRAC_Sección colonial.xlsx,1786-mar.-27,,"Oficio reservado dirigido al virrey sobre el informe de Gabriel de Avilés, comandante de las armas del Cusco, acerca de la persecución a los que se manifestaron leales al rey, durante las pasadas revoluciones.",Fotocopias. Luis Durand.,1786-03-27,1786-mar.-27,7 f.ú.,FRAC-1816,,El Pardo
FRAC_Sección colonial.xlsx,1785-ago.-31,,"Oficio dirigido de Gabriel de Avilés a José Gálvez, sobre la persecución a los leales al rey, la familia Ugarte.",Fotocopias. Luis Durand.,1785-08-31,1785-ago.-31,13 f.ú.,FRAC-1817,,Cusco
FRAC_Sección colonial.xlsx,1785-mar.-14,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, sobre la conveniencia de suspender las revisitas.",Fotocopias. Luis Durand.,1785-03-14,1785-mar.-14,6 f.ú.,FRAC-1818,,Cusco
FRAC_Sección colonial.xlsx,1784-ago.-30,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, informando las medidas a tomar por las proposiciones perjudiciales del obispo.",Fotocopias. Luis Durand.,1784-08-30,1784-ago.-30,11 f.ú.,FRAC-1819,,Cusco
FRAC_Sección colonial.xlsx,1785-oct.-13,,"Oficio dirigido a José Gálvez por Benito de la Matta Linares, oidor intendente del Cusco, sobre la suspensión de la posesión y uso de la real merced de racionero de la catedral a Carlos Rodríguez Avila, cura de Yanasca.",Fotocopias. Luis Durand.,1785-10-13,1785-oct.-13,8 f.ú.,FRAC-1820,,Cusco
FRAC_Sección colonial.xlsx,1809-dic.-2,,Diálogo entre Fernando VII y Atahualpa en los Campos Eliseos. Se incluye comunicación de José Manuel Goyeneche a Vizente Nieto sobre el documento.,Fotocopias. Luis Durand.,1809-12-02,1809-dic.-2,11 f.ú.,FRAC-1821,,La Paz
FRAC_Sección colonial.xlsx,1793-ene.-9,,"Comunicación del arzobispo de Granada al duque de la Alcudia, solicitando se le conceda una Gran Cruz.",Fotocopias. Luis Durand.,1793-01-09,1793-ene.-9,3 f.ú.,FRAC-1822,,Granada
FRAC_Sección colonial.xlsx,1820-jul.-6,,"Solicitud de Francisco Carrascón, racionero de la santa iglesia catedral del Cusco, al presidente del Supremo Tribunal de Justicia, para que los autos de su expediente pasen a la sala de justicia de Indias.",Fotocopias. Luis Durand.,1820-07-06,1820-jul.-6,3 f.ú.,FRAC-1823,,Madrid
