__fuente__,signatura,folios,fecha_topica,fecha_cronica_iso,fecha_cronica,observaciones,descripcion
Denegri-Documentos.xlsx,FDL-2979,2 f.u.,S7F,fecha inválida,1809- Dic.- 09,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Carta emitida por Tomás de Costa al Virrey Fernando de Abascal sobre oficio enviado al coronel Diego Calvo pidiendole retirarse de su cargo.
Denegri-Documentos.xlsx,FDL-2980,10 f.u.,Sevilla (España),fecha inválida,1907- Nov.- 28,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Memorándum sobre la suerte que corrieron la comandancia de Maynas y los gobiernos de jaen y Guayaquil al establecimiento de las intendencias.
Denegri-Documentos.xlsx,FDL-2981,14 f.u.,Sevilla (España),fecha inválida,1908- Jun.- 10,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Memorándum sobre la extención jurisdiccional de la ciudad de Santiago de las Montañas por el comisario Rey y Boza.
Denegri-Documentos.xlsx,FDL-2982,23 f.u.,"Napo, Moyobamba",fecha inválida,1812- Jul.- 22/ 1813- Set.- 04,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Catorce oficios de la gobernación de Maynas, entre los períodos de 1812 a 1818."
Denegri-Documentos.xlsx,FDL-2983,1 f.u.,Lima,fecha inválida,1804- Set.- 7,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Informe sobre testimonio de un particular sobre irregularidades en la compra de víveres para la expedición de Diego Calvo.
Denegri-Documentos.xlsx,FDL-2984,12 f.u.,Lima,fecha inválida,1815- feb.- 15/ 1815- Oct.- 16,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Documentos referentes al envío de armamentos por el virrey del Perú al comandante general de Maynas.
Denegri-Documentos.xlsx,FDL-2985,9 f.u.,Lima,fecha inválida,1813- Ago.-13/ 1816- Ago.-14,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Correspondencia y reales ordenes remitidas por el marquez de la Concordia al gobernador de Maynas.
Denegri-Documentos.xlsx,FDL-2986,8 f.u.,"Lima, Moyobamba (San Martín)",fecha inválida,1803- Oct.- 19/ 1816- Ene.- 23,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Autos de las autoridades de Maynas sobre la aplicación de las ordenanzas emitidas por el gobernador de la provincia Diego Calvo.
Denegri-Documentos.xlsx,FDL-2987,14 f.u.,"Lima, Trujillo",fecha inválida,1806- Oct.- 23/ 1817- Feb.- 15,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Autos sobre matricula de repartimientos de indios de Moyobamba y Lamas, además de superiores ofcios y prestamos de dinero."
Denegri-Documentos.xlsx,FDL-2988,2 f.u.,Putumayo (Colombia),fecha inválida,1809- Ene.- 01/ 1809- Ago.-31,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Correspondecia de parte de Santiago Apolinario Betancurt al señor ayudante interino Jose de la Guerra.
Denegri-Documentos.xlsx,FDL-2989,12 f.u.,"Lima,",fecha inválida,1808- Set.- 24/ 1820- Mar.- 11,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Correspondencia del virrey del Perú con el gobernador de Maynas.
Denegri-Documentos.xlsx,FDL-2990,9 f.u.,"Trujillo, Lima",fecha inválida,1808-Nov.- 29/ 1819- May.- 05,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Oficios referentes al pago de haberes a los religiosos de las diócesis Maynas y Quijos
Denegri-Documentos.xlsx,FDL-2991,16 f.u.,"Tarapoto, Xeveros(Maynas)",fecha inválida,1804- Ago.- 2/ 1807- Jul.- 18,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerioo de RR. EE. Caja 8.,"Documentos referentes a la incorporación de Lamas, Moyobamba y Santiago de las Montañas a la comandancia general de maynas."
Denegri-Documentos.xlsx,FDL-2992,5 f.u.,"Xeveros(Loreto), Chachapoyas",fecha inválida,1809- May.- 06/ 1860- Ago.- 04,"Manuscrito fotocopiado. Documento casi ilegible, procedente de archivo de límites del ministerio de RR. EE. Caja 8.","Expediente relativo al cumplimiento de un bando de Maynas y Quijos que demuestra la coexistencia de las autoridades eclesiásticas, civiles y militares."
Denegri-Documentos.xlsx,FDL-2993,12 f.u.,Lamas (San Martín),fecha inválida,1808- Ago.- 08/ 1808- Nov.-08,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Expediente en que figura el comandante general de Maynas donde figuran todos sus títulos en que se hace referencia a la extención de su jurisdicción.
Denegri-Documentos.xlsx,FDL-2994,7 f.u.,"Lima, Moyobamba (San Martín)",fecha inválida,1811- Dic.- 11/ 1813- oct.- 22,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Oficio referente al pago por la contaduría fiscal del virreynato del Perú.
Denegri-Documentos.xlsx,FDL-2995,2 f.u.,Lima,fecha inválida,1905- May.- 26/,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Transcripción de certificado que acreditan la dependecia de Quijos y maynas dentro del virreynato del Perú.
Denegri-Documentos.xlsx,FDL-2996,11 f.u.,Madrid (España),fecha inválida,1905- Jun.- 25,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Ordenanzas reales de los años del 6 de al 14 de Diciembre de ese mismo año.
Denegri-Documentos.xlsx,FDL-2997,19 f.u.,Ega (Portugal),fecha inválida,1782- Dic.- 16,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Actas de la comisión de límites entre España y Portugal, presdida por don Francisco requena y Herrero"
Denegri-Documentos.xlsx,FDL-2998,5 f.u.,Putumayo (Colombia),fecha inválida,1808- Abr.- 30/ 1819- Ene.-25,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Padrón de los indios del pueblo de Asunción de Putumayo y padrón general del pueblo de Santiago de Blancos.
Denegri-Documentos.xlsx,FDL-2999,6 f.u.,Lima,fecha inválida,1815- Ene.- 18/ 1816- Ago.- 23,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Pedido por parte de Manuel Ortiz de Zevallos al presidente del tribunal mayor de cuentas sobre la relación de las autoridades nombradas en la gobernación de Maynas y Quijos durante los años de 1802 a 1810.
Denegri-Documentos.xlsx,FDL-3000,1 f.u.,Lima,fecha inválida,1813- Ago.- 13,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Oficio del Virrey del Perú el marqués de la Concordia al gobernador de Maynas por el que queda enterado de la toma de mando de la provincia.
Denegri-Documentos.xlsx,FDL-3035,1 f.u.,Lima,fecha inválida,1831- May.-05,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas.",Comúnicado por parte de M. Benavides sobre la propuesta del comandante del departamento de la Libertad sobre nombramiento del teniente José Ruso al piquete en Piura.
Denegri-Documentos.xlsx,FDL-3036,2 f.u.,Trujillo,fecha inválida,1831- Ene.- 03/ 1831- Mar.- 26,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Informe de la prefectura de la Libertad sobre la estadia en Moyobamba del armamento de la extinguida compañía de guarnición de Maynas
Denegri-Documentos.xlsx,FDL-3037,1 f.u.,Trujillo,fecha inválida,1831- Ene.- 11,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Informe de Pablo Dieguéz sobre la no existencia de ningun grupo de compañias o piquetes de policía en el departamento.
Denegri-Documentos.xlsx,FDL-3038,1 f.u.,Trujillo,fecha inválida,1831- Ago.- 02,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Comúnicado de Pablo Dieguez sobre nombramiento de Evaristo Tafur de Córdova como comandante de los cuerpos cívicos de Chachapoyas, Maynas y Pataz."
Denegri-Documentos.xlsx,FDL-3039,1 f.u.,Trujillo,fecha inválida,1831- Nov.- 05,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Manifestación de P. Dieguéz sobre la imposibilidad del nombramiento del teniente Luis Mangueitio(?) como comandante de la frontera.
Denegri-Documentos.xlsx,FDL-3040,1 f.u.,Lima,fecha inválida,1831- Mar.- 08/ (1831- Mar.- 11),"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",El ministro de hacienda José María de Pando remite nota referente a la organización de un piquete de 50 plazas de policía en la prefectura de la Libertad
Denegri-Documentos.xlsx,FDL-3041,1 f.u.,Lima,fecha inválida,1832- Ene.- 09,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Informe de José Allende al ministro de estado del departamento de guerra sobre la orden de disolución del piquete de policía de Trujillo.
Denegri-Documentos.xlsx,FDL-3042,1 f.u.,Lima,fecha inválida,1832- Ene.- 25,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caj 8.",Comúnicado de José Allende al prefecto y comandante general de La Libertad las órdenes sobre el piquete de policía en Piura.
Denegri-Documentos.xlsx,FDL-3043,1 f.u.,Lima,fecha inválida,1832- May.- 14,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Oficio de José Allende sobre orden de marcha de regimiento de lanceros para formar una compañía a l mando del capitán Andrés Razurí.
Denegri-Documentos.xlsx,FDL-3044,1 f.u.,Lima,fecha inválida,1832- May.- 26,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Oficio de José Allende sobre comúnicado enviado al prefecto de la Libertad respecto al no exceso de plazas de la compañía de infantería en Trujillo.
Denegri-Documentos.xlsx,FDL-3045,1 f.u.,Lima,fecha inválida,1832- Jul.- 11,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado de José Allende sobre ordén de baja de ecuatorianos en el ejército peruano y sean entregados al plenipotenciario del Ecuador.
Denegri-Documentos.xlsx,FDL-3046,1 f.u.,Lima,fecha inválida,1832- Ago.- 25,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado de José Allende sobre prevención hecha al prefecto para mande dirigir al capitán Iriarte la compañía de infantería de Trujillo.
Denegri-Documentos.xlsx,FDL-3047,1 f.u.,Trujillo,fecha inválida,1832- Ene.- 11,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado de Pablo Dieguéz al ministro de guerra y marina adjuntando relación de armamento venido del Brasil para el subprefecto de Maynas.
Denegri-Documentos.xlsx,FDL-3048,1 f.u.,Trujillo,fecha inválida,1832- Ene.- 28,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado de Pablo Dieguéz al ministro de guerra y marina adjuntando estado de los piquetes de policía.
Denegri-Documentos.xlsx,FDL-3049,1 f.u.,Trujillo,fecha inválida,1832- Jul.- 04,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Nota adjunta del subprefecto de Maynas en la que solicita que continue como militar el sargento mayor Damián Najar.
Denegri-Documentos.xlsx,FDL-3051,73 f.u.,Lima,fecha inválida,1942- may.- 28/ 1942- Nov.- 06,"Documento mecanografiado. 5 Unidades, 32 folios sin fecha tópica y fecha crónica. Caja 3.",Proyecto de la ley de escala de haberes
Denegri-Documentos.xlsx,FDL-3052,49 f.u.,Lima,fecha inválida,1942- Abr.- 10/ 1943- Set.- 17,"Documento mecanografiado.4 Unidades, 14 folios sin fecha tópica y fecha crónica. Caja 3.",Proyecto de ley sobre preferencia de los empleados de comercio en el traspaso que se vereficaron con los arreglos a las leyes 9586 y 9592.
Denegri-Documentos.xlsx,FDL-3053,10 f.u.,Lima,fecha inválida,1930- Dic.- 22/ 1941- Jul.- 07,Documento mecanografiado. 2 Unidades. Caja 3.,Comisiones parlamentarias.
Denegri-Documentos.xlsx,FDL-3054,130 f.u.,Lima,fecha inválida,1927- Abr.- ?/ 1943- Oct.- 22,Documento mecanografiado. 96 folios sin fecha tópica y crónica. Caja 3.,Proyecto y pedidos para el teatro nacional en el año de 1943.
Denegri-Documentos.xlsx,FDL-3055,89 f.u.,Lima,fecha inválida,1934- Dic.- 28/ 1943- oct.- 22,Documento mecanografiado. 4 Unidades 29 folios sin fecha tópica y crónica. 10 folios recortes periodisticos. Caja 3.,Proyecto para el resurgimiento del teatro nacional peruano.
Denegri-Documentos.xlsx,FDL-3056,59 f.u.,Lima,fecha inválida,1944- Ago.- 22/ 1944- oct.- 10,Documento mecanografiado y recortes periodísticos. 7 Unidades. Caja 3.,"Proyecto de ley sobre inquilinato y arrendamiento (discusiones), inclyen leyes 7610, 8760 y 9348."
Denegri-Documentos.xlsx,FDL-3057,12 f.u.,Lima,fecha inválida,1944 -Nov.- 03,Documento mecanografia. Caja 3.,La acción parlamentaria por parte de Miguél Morán en pro del aumento de haberes de los empleados de correos.
Denegri-Documentos.xlsx,FDL-3058,1 f.u.,Lima,fecha inválida,1942- Nov.- 17,Copia de documento mecanografiado. Caja 3.,"Oficio emitido por el ministro de fomento Carlos Moreyra y Páz Soldán en respuesta al pedido por el bienestar de los ganaderos de Lima, Callao y balnearios por el diputado Miguel Morán."
Denegri-Documentos.xlsx,FDL-3059,84 f.u.,Lima,fecha inválida,1943- Nov.- 25/ 1944- Oct.- 26,Copia de documento mecanografiado. Incluye dos articulos periodísticos. Caja 3.,Presupuesto para el año de 1945 para el aumento de haberes de los empleados públicos: telegrafistas y policias.
Denegri-Documentos.xlsx,FDL-3060,30 f.u.,Lima,fecha inválida,1943- Set.- 03/ 1943- Set.- 08,"Copias de documento mecanografiado. Incluye lista de traspasoso, relación de negocios intervenidos. Caja 3.","Expropiación de negocios pertenecientes a ciudadanos japoneses, traspasados a ciudadanos peruanos."
Denegri-Documentos.xlsx,FDL-3050,1 f.u.,Trujillo,fecha inválida,1832- Jul.- 13,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Nota adjunta de Pablo Dieguéz sobre estado del batallón cívico de la provincia de Maynas.
Denegri-Documentos.xlsx,FDL-3001,1 f.u.,Lima,fecha inválida,1819- Nov.- 24,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Oficio del Virrey del Perú, don Joaquín de la pezuela al gobernador de maynas, Carlos Herdoyza, precisandole las leyes y ordenanzas que debe observar para el cobro de los tributos."
Denegri-Documentos.xlsx,FDL-3002,2 f.u.,Lima,fecha inválida,1816- Ago.- 03,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Superior orden del virrey del Perú Joaquín de la Pezuela al gobernador de Maynas precisándole las leyes y ordenanazas que debe observar para el cobro de los tributos.
Denegri-Documentos.xlsx,FDL-3003,1 f.u.,Lima,fecha inválida,1888- Dic.- 13,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Minuta de un oficio anónimo del que se desprende que el virrey del Perú la confección de un mapa que abarca los territorios comprendidos en la real cédula de 1802.
Denegri-Documentos.xlsx,FDL-3004,12 f.u.,Xeveros ( Maynas),fecha inválida,1798- Nov.- 07/ 1800-Mar.- 29,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Diversos oficios del comandante general de Maynas Don Diego Calvo a las autoridades subalternas.
Denegri-Documentos.xlsx,FDL-3005,1 f.u.,Lima,fecha inválida,1815- Nov.-02,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,Oficio del virrey del Perú el marqués de la concordia a los ministros de la Real Hacienda para que remitan en correo la documentación pertinente al estado de las cuentas.
Denegri-Documentos.xlsx,FDL-3006,16 f.u.,S/L,1811-01-01,1811,Manuscrito fotocopiado. Documento procedente de archivo de lmites del ministerio de RR. EE. Caja 8.,Censos del pueblo de Shimigay en las inmediaciones de Andoas.
Denegri-Documentos.xlsx,FDL-3007,8 f.u.,S/L,fecha inválida,1818- Dic.- 06,Manuscrito fotocopiado. Documento procedente de archivo de limites del ministerio de RR. EE. Caja 8.,Censos del pueblo de Saposa
Denegri-Documentos.xlsx,FDL-3008,3 f.u.,Madrid,fecha inválida,1802- Jul.- 15,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministeo de RR. EE. Caja 8.,"Carta al secretario del supremo Fray pablo Hoya, sobre la real cedula del 15 de Julio ?"
Denegri-Documentos.xlsx,FDL-3009,16 f.u.,Putumayo (Colombia),fecha inválida,1816- Ago.- 15/ 182?- may.- 07,Manuscrito fotocopiado. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Informes remitidos por Phelipe Paez, dirigidos al gobernador José Noriega y Chavez, referentes a su misión en el Putumayo."
Denegri-Documentos.xlsx,FDL-3010A,144 f.u.,Santiago de Chile,fecha inválida,1926- Jul.- ?,Texto fotocopiado. Caja 8.,Memoria presentada al Supremo Gobierno por el miembro representante de Chile en la comisión plebiscitaria expedido por el presidente de los Estados Unidos de Norteamérica.
Denegri-Documentos.xlsx,FDL-3010B,578 f.u.,Santiago de Chile,fecha inválida,1926- Jul.- ?,Texto fotocopiado. Caja 8.,Anexos de la Memoria presentada al Supremo Gobierno por el miembro representante de Chile en la comisión plebiscitaria expedido por el presidente de los Estados Unidos de Norteamérica ( Arbitraje de Tacna y Arica)
Denegri-Documentos.xlsx,FDL-3011,32 f.u,Andoas (Loreto),fecha inválida,1769- Ene.- 24,Manuscrito fotocopiado. 1 Unidad. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Breve noticia de las misiones de los Maynas que presenta al obispo de Quito el Dr. Francisco de Escobar y Mendoza, presbitero en el pueblo de Santo Tomás de los indios."
Denegri-Documentos.xlsx,FDL-3012,69 f.u.,Sevilla,fecha inválida,1748- Dic.- ?,Manuscrito fotocopiado. 1 Unidad. Documento procedente de archivo de límites del ministerio de RR. EE. Caja 8.,"Varios documentos sacados del ""Expediente del gran Para"". Transcritos el 21 de Abril de 1900."
Denegri-Documentos.xlsx,FDL-3013,8 f.u.,Lima,fecha inválida,1855- Set.- 21,Manuscrito fotocopiado. Caja 8.,Exposición del obispo de Chachapoyas sobre las necesidades de la Provincia de Maynas.
Denegri-Documentos.xlsx,FDL-3014,1 f.u.,Lima,fecha inválida,1822- Feb.- 08,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Pedido por parte del capitán Ventura Alegre, acargo del batallon de cargadores sobre adelanto de sueldos al general Rudecindo Alvarado."
Denegri-Documentos.xlsx,FDL-3015,1 f.u.,Miraflores,fecha inválida,1822- Mar.- 08,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Solicitud del capitán Geronimo Espejo, del cuerpo de artillería de los Andes y ayudante del estado mayor general, pidiendo el importe de sus ajustes por tener que marchar a Guayaquil."
Denegri-Documentos.xlsx,FDL-3016,1 f.u.,Lima,fecha inválida,1822- Mar.- 22,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Solicitud del teniente coronel jefe del Numancia en la que pide su pase a Guayaquil.
Denegri-Documentos.xlsx,FDL-3017,1 f.u.,Lima,fecha inválida,1822- May.- 01,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Documento referente a la disersión de los reclutas de Trujillo, proponiendo medidas para evitarlo."
Denegri-Documentos.xlsx,FDL-3018,1 f.u.,Lima,fecha inválida,1822- May.- 12,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Disposición del gobierno para la organización de una división de reserva en el departamento de Trujillo, a cargo del general de brigada Enrique Martínez."
Denegri-Documentos.xlsx,FDL-3019,1 f.u.,Trujillo,fecha inválida,1833- Feb.- 04,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas.",Juan Antonio Alvarez de Arenales presidente del departamento de Trujillo adjunta una lista de reclutas para el Ejército en la fragata Santa Rosa.
Denegri-Documentos.xlsx,FDL-3020,1 f.u.,Lima,fecha inválida,1822- Set.- 04,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Devolución por parte del comisario de guerra de Chile la orden de dos pagos dados en Guayaquil por el general de división Francisco Salazar al capitán Andrés Avelino Araya.
Denegri-Documentos.xlsx,FDL-3021,1 f.u.,Trujillo,fecha inválida,1822- Set.- 25,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado del presidente del departamento de Trujilo sobre la poca fuerza que disponia la compañía de artilleria por el descontento en el reclutamiento de soldados.
Denegri-Documentos.xlsx,FDL-3022,1 f.u.,Trujillo,fecha inválida,1822- Set.- 29,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Oficio referente a la adjuntación de estados de la fuerza del departamento de Trujillo a excepción de la división pacificadora de Maynas.
Denegri-Documentos.xlsx,FDL-3023,1 f.u.,Lima,fecha inválida,1822- Feb.- 22,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Oficio referido a los títulos de oficiales de milicias del departamento de Trujillo, recibido por el ministro de hacienda Hipolito Unanue."
Denegri-Documentos.xlsx,FDL-3024,1 f.u.,Lima,fecha inválida,1822- Mar.- 30,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Envio de 42 despachos pertenecientes a varios cuerpos cívicos del departamento de trujillo, por parte del ministro de hacienda Hipolito Unanue."
Denegri-Documentos.xlsx,FDL-3025,1 f.u.,Trujillo,fecha inválida,1823- Jun.- 30,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Relación del presupuesto de los haberes de oficiales, tropas y demás individuos del ministerio de cuenta y razón y operarios de armamento."
Denegri-Documentos.xlsx,FDL-3026,1 f.u.,Trujillo,fecha inválida,1825- Feb.- 09,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas.","El inspector del Ejército Francisco Salazar envia las relaciones de los cuerpos cívicos y jefes, remitidos por el presidente de Trujillo para que expida sus despachos."
Denegri-Documentos.xlsx,FDL-3027,1 f.u.,Lima,fecha inválida,1830- Ene.- 09,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Manifiestación del teniente coronel Matías Herrero, comandante militar de Jaén sobre informe de subprefecto de esa provincia sobre piquete de 36 hombres y 2 oficiales existentes en ese lugar."
Denegri-Documentos.xlsx,FDL-3028,1 f.u.,Lima,fecha inválida,1830- Mar.- 09,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Comúnicado por parte del comandante general de la cuarta división, que es necesario crear un piquete para la guarnición de Jaén y Maynas."
Denegri-Documentos.xlsx,FDL-3097,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1837- Ene.- 13,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Solicitud por parte de Damián najar para organizar un piquete de policía con doce hombres del ejército.
Denegri-Documentos.xlsx,FDL-3098,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1837- Feb.- ?,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Comúnicado por parte de Damián najar sobre ordenes dadas a los subprefectos para la organización de los cuerpos de la guardia nacional pidiendo propuestas pasr jefes y oficiales.
Denegri-Documentos.xlsx,FDL-3099,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1937- Mar.- 28,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","Damián Najar expresa que se ha seguido la suprema orden para empezar a organizar el piquete de policía, solicitando armas."
Denegri-Documentos.xlsx,FDL-3100,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1837- Jun.- 13,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Damián Najar acusa recibo de 85 despachos para jefes y oficiales de la guardia nacional de Chachapoyas.
Denegri-Documentos.xlsx,FDL-3102,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1837- Ago.- 28,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Damián Najar acusa recibo de 50 despachos para jefes y oficiales de la guardia nacional de Moyobamba.
Denegri-Documentos.xlsx,FDL-3104,2 f.u.,Lima,fecha inválida,1837- Set.-07,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Domingo Nieto adjunta copia del parte del prefecto y comandante general del Amazonas refente a los acontecimientos en maynas sobre negativa a la contribución.
Denegri-Documentos.xlsx,FDL-3113,1 f.u.,Piura,fecha inválida,1838- Ene.- 08,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","El gobernador y comandante general de la provincia litoral de Piura, expresa quedar enterado de que el general mariano Sierra lo reemplazaria."
Denegri-Documentos.xlsx,FDL-3112,1 f.u.,Chachapoyas (Amazonas),fecha inválida,1838- Nov.- 30,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",El prefecto y comandante general de Amazonas Damián Najar solicita al ministro de guerra y marina se conserve el piquete de policía para hacer respetar la autoridad.
Denegri-Documentos.xlsx,FDL-3105,1 f.u.,Trujillo,fecha inválida,1837- Set.-23,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.",Nota adjunta por Domingo Nieto del comandante general de Amazonas para conocimiento del presidente.
Denegri-Documentos.xlsx,FDL-3111,1 f.u.,Trujillo,fecha inválida,1838- Nov.- 24,"Manuscrito fotocopiado. Documento procedente del centro de estudios militares del Perú relacionados con Tumbes, Jaen y Maynas. Caja 8.","José María Lizarzaburu del a prefectura y comandancia militar de la Libertad, expresa qudar enterado del nombramiento del general Juan José Salas como gobernador político de Piura y Comandante general de la frontera con Ecuador."
